metrica,n_muestral,suma_factor,media_ponderada,p01,p05,p10,p25,mediana_ponderada,p75,p90,p95,p99,max
ponderado_factor_descriptivo,141579,61105085.0,33133.23288824473,342.39,1770.480857111012,4402.17,13694.124318181819,25081.95,39836.04,62853.24,87540.95999999999,169472.54884319997,17021739.119999997
