metrica,n,media,mediana,desv_std,min,p01,p05,p10,p25,p50,p75,p90,p95,p99,max
no_ponderado,141579,31171.869714929475,24245.89,64171.35492999851,2.93,295.08,1516.3,3815.21,12433.44,24245.89,38225.27,59016.380000000005,79239.13,154663.03,17021739.119999997
