columna_a_si_tam_emp_entrara_a_x,columna_b_existente_en_x,categoria,n_columna_a,n_columna_b,duplicada_exacta,ambito_duplicacion,informacion_no_duplicada_perdida_en_x_actual
tam_emp_principal_desc__no_aplica_sin_trabajo_principal_reportado,subor_principal_desc__no_aplica_sin_trabajo_principal_reportado,No aplica: sin trabajo principal reportado,5205,5205,True,solo_categoria_estructural_sin_trabajo_principal_reportado,tamano de empresa observado en 12 categorias para quienes si tienen trabajo principal reportado
