columna_pca,componente,correlacion_columna_score
region_banxico__sur,PC39,-0.00021038435540449217
region_banxico__sur,PC40,-0.0002264756266547924
region_banxico__sur,PC41,-7.623518852610302e-05
region_banxico__sur,PC42,6.930562636170262e-05
region_banxico__sur,PC43,-0.00025678192788123596
region_banxico__sur,PC44,-0.00014141873199496806
region_banxico__sur,PC45,-4.1434198614669555e-05
region_banxico__sur,PC46,-4.223819893069299e-05
region_banxico__sur,PC47,1.7444674722238815e-05
region_banxico__sur,PC48,-1.9813007552207542e-05
region_banxico__sur,PC49,-2.7536172646635397e-05
region_banxico__sur,PC50,-2.573480571503047e-06
region_banxico__sur,PC51,-7.079740645104121e-06
region_banxico__sur,PC52,9.074414842150045e-06
region_banxico__sur,PC53,1.587604025896467e-06
region_banxico__sur,PC54,1.1071505768329667e-06
region_banxico__sur,PC55,3.503566596823058e-06
region_banxico__sur,PC56,3.133116759150205e-06
region_banxico__sur,PC57,2.7636677810008867e-06
region_banxico__sur,PC58,-1.5827310126061314e-06
region_banxico__sur,PC59,5.581817034437767e-07
region_banxico__sur,PC60,-1.6002092261998008e-06
region_banxico__sur,PC61,1.2139959324013566e-07
region_banxico__sur,PC62,-3.339779261436466e-08
region_banxico__sur,PC63,-2.4595884258383076e-08
region_banxico__sur,PC64,-7.701433461970101e-09
region_banxico__sur,PC65,2.6781398504162083e-07
region_banxico__sur,PC66,-1.9983347745137382e-07
region_banxico__sur,PC67,2.4766550971873583e-17
region_banxico__sur,PC68,1.6029231245943327e-17
region_banxico__sur,PC69,2.917032012818138e-16
region_banxico__sur,PC70,7.756495410506674e-17
region_banxico__sur,PC71,2.384472111230824e-17
region_banxico__sur,PC72,-1.0520076308891154e-16
region_banxico__sur,PC73,-1.2123599180400249e-17
region_banxico__sur,PC74,2.2060032053256118e-17
region_banxico__sur,PC75,-3.752284534742883e-17
region_banxico__sur,PC76,1.3643125830997107e-17
region_banxico__sur,PC77,2.3881461247192196e-17
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC1,-0.046238976500908996
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC2,0.017384184690300467
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC3,-0.30494268718424694
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC4,0.2791492590461961
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC5,0.26305147862852374
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC6,0.316969405092477
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC7,-0.08355226811333603
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC8,-0.027373853409906824
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC9,0.015746428993994983
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC10,-0.047843760048693104
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC11,0.14151541269575346
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC12,-0.5355686631612299
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC13,-0.25521244850734665
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC14,0.013065067759783618
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC15,-0.18604506500354756
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC16,-0.2264730548449143
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC17,0.04101769839997249
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC18,0.10999111229027886
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC19,-0.2280539693819244
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC20,0.34606209234271657
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC21,0.030062399637361178
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC22,0.008985503933847765
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC23,-0.0002632838265298539
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC24,-0.041904652950164295
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC25,-0.0075693403344060635
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC26,-0.004594684498386775
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC27,0.0064087017114172334
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC28,-0.0011609034961472652
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC29,-0.00879676506731898
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC30,0.0014723962041142116
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC31,-0.0075572469143164725
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC32,-0.007566818382124289
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC33,-0.0010363130767117223
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC34,0.0010099312194668324
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC35,-0.005649474640061215
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC36,0.002315339529326582
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC37,-0.00039125293379014143
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC38,0.0010926862576782043
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC39,0.0009409074361299859
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC40,-1.7717994298790343e-05
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC41,-0.00010259011634409331
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC42,-4.13184189165594e-05
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC43,0.00017061493242126404
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC44,0.00021429156270241724
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC45,0.00017675538141139786
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC46,-2.057151459565722e-05
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC47,-2.9832619161964248e-05
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC48,-0.00010912187958846622
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC49,1.7196725530408555e-05
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC50,-5.2003130393466136e-05
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC51,8.354740933092095e-06
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC52,-9.127044752641269e-06
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC53,3.0554702526265785e-06
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC54,-7.392009071444357e-06
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC55,-2.078699913594975e-06
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC56,1.2912162318545744e-06
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC57,1.8222101792033682e-06
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC58,-1.0389299181619284e-06
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC59,8.346272131325553e-07
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC60,9.887823644418865e-08
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC61,-3.120831172558037e-07
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC62,1.7183745055201264e-07
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC63,6.188519265342042e-08
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC64,5.96808601033531e-08
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC65,-3.528331537224616e-08
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC66,-1.8914855033753729e-07
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC67,-7.839810619023049e-18
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC68,-2.3286201728178122e-17
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC69,8.029541402642998e-17
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC70,2.6663048646654924e-16
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC71,2.947760903442815e-17
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC72,3.658683463115136e-16
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC73,-1.827186812500088e-16
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC74,1.8920254546825826e-17
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC75,-8.327385358659411e-17
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC76,1.161415276827931e-16
tam_loc_desc__localidades_con_100_000_y_mas_habitantes,PC77,5.267359400572642e-17
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC1,0.006039636260122395
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC2,0.00437606544851158
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC3,-0.02983937206101028
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC4,0.014795068445512224
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC5,0.005804318271135663
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC6,0.009957351931930147
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC7,0.010951359576732404
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC8,0.04130760093232161
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC9,-0.008949811668929487
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC10,-0.02660192422495563
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC11,-0.014044536443778113
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC12,-0.02154966585928547
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC13,0.04401303351057747
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC14,0.005088798885153587
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC15,0.1510742715041182
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC16,0.23367832558443355
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC17,-0.12034950800352942
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC18,-0.015185350618138336
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC19,0.3732229974193893
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC20,-0.4645004074247545
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC21,-0.03702443835007653
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC22,-0.027588260665604273
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC23,-0.20275568487031795
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC24,-0.6431965219788098
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC25,-0.29815708221867615
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC26,-0.015327144819372475
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC27,0.009053906652928411
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC28,0.0023519713592366496
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC29,-0.0055473124468467475
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC30,0.0029943588736344056
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC31,-0.0053374222690998
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC32,-0.005225558927236606
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC33,0.0006776665040769631
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC34,-0.0005862754693297928
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC35,-0.0011316308129418165
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC36,0.0015372191814609017
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC37,0.00037925934193787267
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC38,0.00026822440658673743
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC39,-9.625345606962739e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC40,-6.737012018219341e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC41,0.0002356528592954338
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC42,-4.711437261251819e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC43,3.449304284751951e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC44,-0.00018458948506060207
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC45,3.0048467631913696e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC46,-1.8343481647296337e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC47,-3.1155681553696376e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC48,1.1491912588252134e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC49,7.5319685725956285e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC50,-6.115080061715667e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC51,8.414395612879929e-07
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC52,-1.908829179809998e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC53,7.211879779508273e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC54,1.2966306592682856e-05
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC55,-1.762737287921454e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC56,2.6163214660703313e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC57,-5.324576078390525e-07
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC58,-2.5915635084446377e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC59,-4.618178442405756e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC60,4.625543371423555e-06
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC61,2.967424296020867e-07
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC62,-2.0106349991496958e-08
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC63,-5.51629846456773e-07
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC64,-1.0307926340370899e-07
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC65,9.035293177058981e-08
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC66,5.377659184484208e-07
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC67,-8.365129686763078e-17
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC68,3.8627691248007363e-17
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC69,-2.3060987461914054e-17
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC70,-5.376282140126277e-16
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC71,8.355840946703487e-17
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC72,-1.2729528462245667e-15
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC73,7.252112563088626e-16
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC74,-1.0915483457873974e-16
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC75,3.114744261283541e-16
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC76,-2.6580616030658155e-16
tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,PC77,7.600944100952239e-17
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC1,0.02227758200103541
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC2,-0.0022072033731771177
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC3,0.051413971018016084
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC4,-0.029941883754022493
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC5,-0.052008075775482034
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC6,-0.03686066061126854
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC7,0.008123951839839098
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC8,0.049997690460502245
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC9,-0.008823577860557971
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC10,-0.0332279894579563
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC11,0.005054543219151518
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC12,-0.0955916101502277
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC13,-0.035398222078820624
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC14,0.001676536084398338
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC15,0.20368923008811074
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC16,0.29233365428365315
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC17,-0.19804170313065822
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC18,0.20808213557187027
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC19,0.31663576473075583
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC20,-0.34034504470462706
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC21,0.1366186812536995
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC22,-0.055108075252190934
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC23,0.18743006806169923
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC24,0.678902658727093
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC25,0.18519329282178354
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC26,0.006615772755662032
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC27,-0.0012977629973746564
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC28,0.001530252026062357
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC29,0.006618896947050065
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC30,-0.0005447097537567496
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC31,0.0039301473023610235
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC32,0.0035956579182378203
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC33,-0.0015932857627536283
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC34,-0.0010539814451566913
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC35,0.0018455176536269645
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC36,-0.0019248579101353261
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC37,0.00030801164462591874
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC38,-1.83020848093225e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC39,-0.0006002953965038289
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC40,0.00020283140047752223
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC41,5.2766225947374156e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC42,1.962410920329821e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC43,3.300884716913497e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC44,-0.00018778388017672088
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC45,-0.00013912600057678867
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC46,8.151212195707671e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC47,8.931404817033414e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC48,9.465535121925607e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC49,-3.783349259141444e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC50,2.5047736805583128e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC51,-7.5946739039933115e-06
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC52,2.81123207195603e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC53,-1.6141435073072374e-05
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC54,1.0292135369394864e-06
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC55,4.893917589894085e-06
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC56,1.0687019457836986e-06
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC57,-2.4202609163864974e-06
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC58,3.442783151681222e-06
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC59,2.896904849383551e-07
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC60,-6.983787344387226e-06
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC61,5.001969814920366e-07
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC62,-1.3614857751190133e-07
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC63,2.5693145568844286e-07
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC64,1.5231422559833838e-08
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC65,-7.492019638514659e-08
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC66,-1.2126535180880608e-07
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC67,5.963910974889576e-17
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC68,-2.5431617639633104e-17
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC69,-1.179939150341749e-16
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC70,1.3251777145845106e-16
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC71,-7.983219238777896e-17
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC72,4.972121490819211e-16
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC73,-3.0328251904280304e-16
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC74,3.4672009320659224e-17
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC75,-1.0678506642841919e-16
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC76,2.766643833002941e-17
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,PC77,-1.4556897359074794e-16
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC1,0.027418055568525595
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC2,-0.01891865963645117
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC3,0.2919613781678581
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC4,-0.2705078395408935
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC5,-0.2333700751108994
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC6,-0.3006549752593975
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC7,0.0712736699202364
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC8,-0.03386179095078133
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC9,-0.003901232429417022
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC10,0.08838980366791975
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC11,-0.13646237459319108
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC12,0.6180493834980538
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC13,0.2514311566419552
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC14,-0.01767736462527181
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC15,-0.05147511289462561
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC16,-0.12591576998942758
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC17,0.17309827412476742
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC18,-0.24144584531347665
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC19,-0.23386733827433864
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC20,0.19205701590418434
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC21,-0.09805690220102475
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC22,0.046674493083977045
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC23,0.008612754405216581
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC24,0.011556417480653086
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC25,0.0811200061400258
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC26,0.010368688806611088
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC27,-0.011610160829775739
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC28,-0.0014368427340046132
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC29,0.008071231537041148
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC30,-0.003110358345720957
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC31,0.008504397459762341
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC32,0.00866588650227592
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC33,0.0016695932620874605
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC34,8.842616812988605e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC35,0.005190452553097873
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC36,-0.0020521080172330006
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC37,-6.782547029926441e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC38,-0.0012661204100872345
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC39,-0.00047618520447891585
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC40,-7.456371218093205e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC41,-8.9689462126956e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC42,5.972116289104947e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC43,-0.00019634300153077895
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC44,3.4638342843468685e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC45,-0.00010371537924626927
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC46,-2.2252986163218773e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC47,-9.66922304744219e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC48,3.80546334687488e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC49,3.2869161001607937e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC50,3.945115340837725e-05
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC51,-3.8265246093257514e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC52,2.8835748773590776e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC53,3.0435160420935176e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC54,-1.907783757920701e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC55,-4.590507969110606e-08
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC56,-3.7682763156956285e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC57,1.6021125567175483e-07
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC58,4.4320326149440167e-07
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC59,2.0446616718427326e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC60,1.5435277311887385e-06
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC61,-2.2257619459694081e-07
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,PC62,-6.73249955596746e-08
