anio,tabla,variable,tipo_documentado,etiqueta_variable,rango,definicion,catalogo_referencia,fuente
2018,viviendas,bano_excus,N (1),Sanitario excusado,Sección y/o apartado Sección I,Número de baños solo con excusado. ¿Cuántos baños tiene esta vivienda solo,,doc_2018.pdf p.34
2018,viviendas,bano_regad,N (1),Sanitario regadera,Sección y/o apartado Sección I,Número de baños solo con regadera. ¿Cuántos baños tiene esta vivienda solo,,doc_2018.pdf p.34
2018,viviendas,biodigest,C (1),Dispone de biodigestor,"{1,2}",servicio sanitario.,,doc_2018.pdf p.34
2018,viviendas,bomba_agua,C (1),Dispone de bomba de agua,"{1,2}",Bomba de agua.,,doc_2018.pdf p.40
2018,viviendas,calefacc,C (1),Dispone de calefacción,"{1,2}",Calefacción.,,doc_2018.pdf p.40
2018,viviendas,calent_gas,C (1),Dispone de calentador de gas,"{1,2}",Calentador de gas u otros.,,doc_2018.pdf p.39
2018,viviendas,calent_sol,C (1),Dispone de calentador solar de agua,"{1,2}",Calentador de agua solar.,,doc_2018.pdf p.39
2018,viviendas,cisterna,C (1),Dispone de cisterna,"{1,2}",Cisterna o aljibe.,,doc_2018.pdf p.39
2018,viviendas,cocina,C (1),Tiene cocina,"{1,2}","calentar alimentos, aunque también tenga otros usos.",,doc_2018.pdf p.32
2018,viviendas,cocina_dor,C (1),Utiliza cocina de dormitorio,"{1,2}",para dormir.,,doc_2018.pdf p.32
2018,viviendas,combustible,C (1),Tipo de combustible,"{1,...,6}",calentar alimentos en la vivienda.,,doc_2018.pdf p.35
2018,viviendas,cuart_dorm,N (2),Cuartos dormitorio,Sección y/o apartado Sección I,"usados habitualmente para dormir, aunque ¿Cuántos cuartos se usan para dormir sin contar también tengan otros usos.",,doc_2018.pdf p.33
2018,viviendas,disp_agua,C (1),Disponibilidad de agua,"{1,...,7}","sea que se cuente o no, con agua entubada de la red pública.",,doc_2018.pdf p.33
2018,viviendas,disp_elect,C (1),Disponibilidad eléctrica,"{1,...,5}",en la vivienda.,,doc_2018.pdf p.35
2018,viviendas,dotac_agua,C (1),Dotación de agua,"{1,...,5}",agua entubada que proviene de la red pública.,,doc_2018.pdf p.33
2018,viviendas,drenaje,C (1),Destino de drenaje,"{1,...,5}",desalojar de la vivienda los desechos humanos ¿Esta vivienda tiene drenaje o desagüe conectado y las aguas utilizadas.,,doc_2018.pdf p.34
2018,viviendas,eli_basura,C (1),Eliminación de basura,"{1,...,8}",Formas de eliminar la basura de la vivienda.,,doc_2018.pdf p.36
2018,viviendas,ero_1,N (9),Erogación en el mes de referencia 1,Sección y/o apartado 3.5 Erogaciones Financieras y de Capital,"durante el mes pasado del 1° mes, en relación con el mes en que se realiza la entrevista.",,doc_2018.pdf p.110
2018,viviendas,ero_2,N (9),Erogación en el mes de referencia 2,Sección y/o apartado 3.5 Erogaciones Financieras y de Capital,"durante el mes pasado del 2° mes, en relación con el mes en que se realiza la entrevista.",,doc_2018.pdf p.110
2018,viviendas,ero_3,N (9),Erogación en el mes de referencia 3,Sección y/o apartado 3.5 Erogaciones Financieras y de Capital,"durante el mes pasado del 3° mes, en relación con el mes en que se realiza la entrevista.",,doc_2018.pdf p.110
2018,viviendas,ero_4,N (9),Erogación en el mes de referencia 4,Sección y/o apartado 3.5 Erogaciones Financieras y de Capital,"durante el mes pasado del 4° mes, en relación con el mes en que se realiza la entrevista.",,doc_2018.pdf p.110
2018,viviendas,ero_5,N (9),Erogación en el mes de referencia 5,Sección y/o apartado 3.5 Erogaciones Financieras y de Capital,"durante el mes pasado del 5° mes, en relación con el mes en que se realiza la entrevista.",,doc_2018.pdf p.110
2018,viviendas,ero_6,N (9),Erogación en el mes de referencia 6,Sección y/o apartado 3.5 Erogaciones Financieras y de Capital,"durante el mes pasado del 6° mes, en relación con el mes en que se realiza la entrevista.",,doc_2018.pdf p.110
2018,viviendas,ero_tri,"N (12,2)",Erogación trimestral,Sección y/o apartado,levantamiento. solo se trimestralizaron las erogaciones realizados en el período de,,doc_2018.pdf p.111
2018,viviendas,escrituras,C (1),Escrituras de la vivienda,"{1,...,4}",Escrituras o título de propiedad de la vivienda. ¿Esta vivienda cuenta con escrituras o título de,,doc_2018.pdf p.38
2018,viviendas,est_dis,C (3),Estrato de diseño muestral,Sección y/o apartado,UPMs de acuerdo con su estrato geográfico (entidad-ámbito-zona).,,doc_2018.pdf p.42
2018,viviendas,est_socio,C (1),Estrato socioeconómico,"{1,...,4}",equipamiento de las mismas expresadas por medio de 24 indicadores construidos con información del Censo de Población y Vivienda 2010. Esta estratificación se realizó por medio,,doc_2018.pdf p.42
2018,viviendas,estim_pago,N (9),Estimación del pago de renta,Sección y/o apartado Sección I,vivienda que habita el hogar.,,doc_2018.pdf p.36
2018,viviendas,estufa_chi,C (1),Estufa con chimenea,,al cocinar.,,doc_2018.pdf p.36
2018,viviendas,excusado,C (1),Tiene excusado,"{1,2}","para el desalojo de los desechos humanos. ¿Tienen excusado, retrete, sanitario, letrina u hoyo",,doc_2018.pdf p.33
2018,viviendas,factor,N (5),Factor de expansión,Sección y/o apartado,Factor de expansión.,,doc_2018.pdf p.42
2018,viviendas,focos_ahor,N (2),Número de focos ahorradores,Sección y/o apartado Sección I,"iluminar la vivienda, tanto en el interior como en el exterior.",,doc_2018.pdf p.35
2018,viviendas,focos_inca,N (2),Número de focos incandescentes,Sección y/o apartado Sección I,"para iluminar la vivienda, tanto en el interior como en el exterior.",,doc_2018.pdf p.35
2018,viviendas,folioviv,C (10),Identificador de la vivienda,Sección y/o apartado,"rural, código 6), cuatro dígitos del número consecutivo de la upm, un dígito de la decena de levantamiento y dos dígitos con un número",,doc_2018.pdf p.31
2018,viviendas,fregadero,C (1),Dispone de fregadero,"{1,2}",Fregadero o tarja.,,doc_2018.pdf p.38
2018,viviendas,hog_dueno1,C (1),Hogar del primer dueño,Sección y/o apartado Sección I,vivienda.,,doc_2018.pdf p.38
2018,viviendas,hog_dueno2,C (1),Hogar del segundo dueño,Sección y/o apartado Sección I,de la vivienda.,,doc_2018.pdf p.38
2018,viviendas,lavadero,C (1),Dispone de lavadero,"{1,2}",Lavadero.,,doc_2018.pdf p.38
2018,viviendas,mat_pared,C (1),Material de paredes,"{1,...,8}",vivienda.,,doc_2018.pdf p.31
2018,viviendas,mat_pisos,C (1),Material de pisos,"{1,...,3}",Material predominante en el piso de la vivienda. ¿De qué material es la mayor parte del piso de esta,,doc_2018.pdf p.32
2018,viviendas,mat_techos,C (2),Material de techos,"{01,...,10}",vivienda.,,doc_2018.pdf p.31
2018,viviendas,medidor_luz,C (1),Dispone de medidor de luz,"{1,2}",Medidor de luz.,,doc_2018.pdf p.40
2018,viviendas,mes_1,C (2),Primer mes,"{07,...,10}",Primer mes pasado a la entrevista.,,doc_2018.pdf p.108
2018,viviendas,mes_2,C (2),Segundo mes,"{06,...,09}",Segundo mes pasado a la entrevista.,,doc_2018.pdf p.109
2018,viviendas,mes_3,C (2),Tercer mes,"{05,...,08}",Tercer mes pasado a la entrevista.,,doc_2018.pdf p.109
2018,viviendas,mes_5,C (2),Quinto mes,"{03,...,06}",Quinto mes pasado a la entrevista.,,doc_2018.pdf p.109
2018,viviendas,mes_6,C (2),Sexto mes,"{02,...,05}",Sexto mes pasado a la entrevista.,,doc_2018.pdf p.109
2018,viviendas,num_cuarto,N (2),Número de cuartos,Sección y/o apartado Sección I,independientemente de su uso.,,doc_2018.pdf p.33
2018,viviendas,num_dueno1,C (2),Identificador del primer dueño,Sección y/o apartado Sección I,vivienda.,,doc_2018.pdf p.37
2018,viviendas,num_dueno2,C (2),Identificador del segundo dueño,Sección y/o apartado Sección I,de la vivienda.,,doc_2018.pdf p.38
2018,viviendas,pago_mesp,C (1),Pagó el mes pasado,"{1,2}",Pago por la vivienda el mes pasado.,,doc_2018.pdf p.37
2018,viviendas,pago_viv,N (9),Pago de vivienda,Sección y/o apartado Sección I,Monto del pago mensual por la vivienda,,doc_2018.pdf p.37
2018,viviendas,pileta,C (1),Dispone de pileta o tanque,"{1,2}","Pileta, tanque o depósito de agua. ¿Esta vivienda tiene pileta, tanque o depósito de",,doc_2018.pdf p.39
2018,viviendas,procaptar,N (1),Viviendas PROCAPTAR,"{0,1}","anuales acumuladas iguales o mayores a 1,500 mm, y que además se encuentran dentro de la Cruzada Nacional Contra el Hambre, para las cuales el apoyo del programa es de hasta el 100% para la instalación de un sistema de",,doc_2018.pdf p.43
2018,viviendas,regadera,C (1),Dispone de regadera,"{1,2}",Regadera.,,doc_2018.pdf p.39
2018,viviendas,renta,N (9),Monto de la renta mensual,Sección y/o apartado Sección I,Monto de la renta mensual.,,doc_2018.pdf p.36
2018,viviendas,sanit_agua,C (1),Sanitario conexión agua,"{1,...,3}",sin conexión de agua.,,doc_2018.pdf p.34
2018,viviendas,tam_loc,C (1),Tamaño de localidad,"{1,...,4}",habitantes.,,doc_2018.pdf p.41
2018,viviendas,tanque_gas,C (1),Dispone de tanque de gas estacionario,"{1,2}",Tanque de gas estacionario.,,doc_2018.pdf p.40
2018,viviendas,tenencia,C (1),Tipo de tenencia de la vivienda,"{1,...,6}",ocupantes.,,doc_2018.pdf p.36
2018,viviendas,tinaco_azo,C (1),Dispone de tinaco,"{1,2}",Tinaco en la azotea.,,doc_2018.pdf p.39
2018,viviendas,tipo_adqui,C (1),Tipo de adquisición,"{1,...,4}",adquirirla.,,doc_2018.pdf p.37
2018,viviendas,tipo_finan,C (1),Tipo de financiamiento,"{1,...,5}","para pagar, construir, ampliar, o modifica la vivienda.",,doc_2018.pdf p.37
2018,viviendas,tipo_viv,C (1),Tipo de vivienda,"{1,...,5}",Clase de vivienda particular.,,doc_2018.pdf p.31
2018,viviendas,tot_hog,N (1),Total de hogares en la vivienda,Sección y/o apartado,Total de hogares en la vivienda.,,doc_2018.pdf p.41
2018,viviendas,tot_hom,N (2),Total de residentes hombres,Sección y/o apartado,vivienda.,,doc_2018.pdf p.41
2018,viviendas,tot_muj,N (2),Total de residentes mujeres,Sección y/o apartado,vivienda.,,doc_2018.pdf p.41
2018,viviendas,tot_resid,N (2),Total de residentes de la vivienda,Sección y/o apartado,Número de personas que habitan la vivienda.,,doc_2018.pdf p.40
2018,viviendas,ubica_geo,C (5),Ubicación geográfica,Sección y/o apartado,"municipio. Éstas corresponden al Catálogo de claves de entidades federativas, municipios y localidades, que está disponible en el sitio del",,doc_2018.pdf p.41
2018,viviendas,upm,C (5),Unidad primaria de muestreo,Sección y/o apartado,"seleccionadas en la primera etapa del muestreo y corresponden a áreas geográficas con límites identificables en el terreno que agrupan un conjunto de viviendas, cuyo número depende",,doc_2018.pdf p.42
2018,viviendas,uso_compar,C (1),Uso compartido del sanitario,"{1,2}",los habitantes de otra vivienda.,,doc_2018.pdf p.34
2018,viviendas,viv_usada,C (1),Compro la vivienda usada,"{1,2}",Estado de la vivienda al momento de adquirirla.,,doc_2018.pdf p.37
2020,concentradohogar,acces_pers,"N (12,2)",Accesorios personales,Sección y/o apartado,Gasto en accesorios y efectos personales.,,doc_2020.pdf p.203
2020,concentradohogar,aceites,"N (12,2)",Aceites y grasas,Sección y/o apartado,Gasto en aceites y grasas.,,doc_2020.pdf p.197
2020,concentradohogar,adqui_vehi,"N (12,2)",Adquisición de vehículos,Sección y/o apartado,particular.,,doc_2020.pdf p.202
2020,concentradohogar,agricolas,"N (12,2)",Negocios agrícolas,Sección y/o apartado,Ingresos de negocios agrícolas.,,doc_2020.pdf p.194
2020,concentradohogar,agrope,"N (12,2)",Negocios agropecuarios,Sección y/o apartado,Ingresos de negocios agropecuarios.,,doc_2020.pdf p.194
2020,concentradohogar,agua,"N (12,2)",Agua,Sección y/o apartado,Gasto en agua.,,doc_2020.pdf p.200
2020,concentradohogar,aguinaldo,"N (12,2)",Aguinaldo y reparto de utilidades,Sección y/o apartado,utilidades.,,doc_2020.pdf p.192
2020,concentradohogar,ali_dentro,"N (12,2)",Alimentos dentro del hogar,Sección y/o apartado,dentro del hogar.,,doc_2020.pdf p.196
2020,concentradohogar,ali_fuera,"N (12,2)",Alimentos fuera del hogar,Sección y/o apartado,del hogar.,,doc_2020.pdf p.198
2020,concentradohogar,alimentos,"N (12,2)",Alimentos,Sección y/o apartado,"que realizan día a día los integrantes del hogar en alimentos, bebidas y tabaco.",,doc_2020.pdf p.196
2020,concentradohogar,alquiler,"N (12,2)",Alquileres brutos,Sección y/o apartado,Gasto en alquileres brutos.,,doc_2020.pdf p.199
2020,concentradohogar,arrenda,"N (12,2)",Arrendamiento,Sección y/o apartado,financieros.,,doc_2020.pdf p.195
2020,concentradohogar,atenc_ambu,"N (12,2)",Atención primaria o ambulatoria,Sección y/o apartado,Gasto en atención primaria o ambulatoria.,,doc_2020.pdf p.201
2020,concentradohogar,azucar,"N (12,2)",Azúcar y mieles,Sección y/o apartado,Gasto en azúcar y mieles.,,doc_2020.pdf p.198
2020,concentradohogar,balance,"N (12,2)",Pérdidas del negocio,Sección y/o apartado,Pérdidas en los negocios del hogar.,,doc_2020.pdf p.206
2020,concentradohogar,bebidas,,Bebidas,Sección y/o apartado,Gasto en bebidas alcohólicas y no alcohólicas.,,doc_2020.pdf p.198
2020,concentradohogar,becas,"N (12,2)",Becas,Sección y/o apartado,instituciones.,,doc_2020.pdf p.195
2020,concentradohogar,bene_gob,"N (12,2)",Beneficios gubernamentales,Sección y/o apartado,gubernamentales.,,doc_2020.pdf p.195
2020,concentradohogar,cafe,"N (12,2)","Café, té y chocolate",Sección y/o apartado,"Gasto en café, té y chocolate.",,doc_2020.pdf p.198
2020,concentradohogar,calzado,"N (12,2)",Calzado y su reparación,Sección y/o apartado,Gasto en calzado y su reparación.,,doc_2020.pdf p.199
2020,concentradohogar,carnes,"N (12,2)",Carnes,Sección y/o apartado,Gasto en carnes.,,doc_2020.pdf p.197
2020,concentradohogar,cereales,"N (12,2)",Cereales,Sección y/o apartado,Gasto en cereales.,,doc_2020.pdf p.196
2020,concentradohogar,clase_hog,C (1),Clase de hogar,"{1,...,5}",familiar primario; ampliado: hogar formado por el jefe(a) y su grupo familiar primario más otros grupos familiares u otros parientes; compuesto: hogar formado por un hogar nuclear o ampliado con personas sin parentesco con el jefe(a);,,doc_2020.pdf p.189
2020,concentradohogar,combus,"N (12,2)",Combustibles para vehículos,Sección y/o apartado,"de llantas, pensiones y otros servicios para vehículos de uso particular.",,doc_2020.pdf p.202
2020,concentradohogar,comercio,"N (12,2)",Negocios comerciales,Sección y/o apartado,Ingresos de negocios comerciales.,,doc_2020.pdf p.193
2020,concentradohogar,comisiones,"N (12,2)",Comisiones y propinas,Sección y/o apartado,Remuneraciones por comisiones y propinas.,,doc_2020.pdf p.192
2020,concentradohogar,comunica,"N (12,2)",Comunicaciones,Sección y/o apartado,Gasto en comunicaciones.,,doc_2020.pdf p.202
2020,concentradohogar,cuida_pers,"N (12,2)",Cuidados personales,Sección y/o apartado,Gasto en cuidados personales.,,doc_2020.pdf p.203
2020,concentradohogar,cuidados,"N (12,2)",Cuidados de la casa,Sección y/o apartado,cuidados de la casa.,,doc_2020.pdf p.200
2020,concentradohogar,cuota_viv,"N (12,2)",Cuota por vivienda,Sección y/o apartado,Cuota pagada por la vivienda propia.,,doc_2020.pdf p.205
2020,concentradohogar,deposito,"N (12,2)",Depósito de ahorro,Sección y/o apartado,"de ahorro, etcétera.",,doc_2020.pdf p.205
2020,concentradohogar,deudas,"N (12,2)",Pago de deudas,Sección y/o apartado,empresa donde trabajan y/o a otras personas o instituciones.,,doc_2020.pdf p.206
2020,concentradohogar,donativos,,Donativos,Sección y/o apartado,instituciones y otros hogares.,,doc_2020.pdf p.195
2020,concentradohogar,edad_jefe,N (2),Edad del jefe del hogar,Sección y/o apartado,del jefe del hogar y la fecha de la entrevista.,,doc_2020.pdf p.189
2020,concentradohogar,educa_espa,"N (12,2)",Educación y esparcimiento,Sección y/o apartado,"educativos, artículos de esparcimiento y otros gastos esparcimiento.",,doc_2020.pdf p.202
2020,concentradohogar,educa_jefe,C (2),Educación formal del jefe del hogar,"{01,...,11}",Educación formal del jefe del hogar.,,doc_2020.pdf p.190
2020,concentradohogar,educacion,"N (12,2)",Educación,Sección y/o apartado,Gasto en artículos y servicios de educación.,,doc_2020.pdf p.203
2020,concentradohogar,energia,"N (12,2)",Electricidad y combustibles,Sección y/o apartado,Gasto en electricidad y combustibles.,,doc_2020.pdf p.200
2020,concentradohogar,enseres,"N (12,2)",Enseres domésticos,Sección y/o apartado,Gasto en enseres domésticos.,,doc_2020.pdf p.200
2020,concentradohogar,ero_nm_hog,"N (12,2)",Transferencias no regulares,Sección y/o apartado,provenientes de otros hogares.,,doc_2020.pdf p.204
2020,concentradohogar,ero_nm_viv,"N (12,2)",Erogaciones patrimoniales,Sección y/o apartado,vivienda propia.,,doc_2020.pdf p.204
2020,concentradohogar,erogac_tot,"N (12,2)",Erogaciones totales,Sección y/o apartado,financieras y de capital monetarias y no monetarias que realizan los integrantes del hogar en un lapso determinado.,,doc_2020.pdf p.205
2020,concentradohogar,esparci,"N (12,2)",Esparcimiento,Sección y/o apartado,Gasto en artículos y servicios de esparcimiento.,,doc_2020.pdf p.203
2020,concentradohogar,especias,,Especias y aderezos,Sección y/o apartado,Gasto en especias y aderezos.,,doc_2020.pdf p.198
2020,concentradohogar,est_dis,C (3),Estrato de diseño muestral,Sección y/o apartado,UPMs de acuerdo con su estrato geográfico (entidad-ámbito-zona).,,doc_2020.pdf p.188
2020,concentradohogar,est_socio,C (1),Estrato socioeconómico,"{1,...,4}",equipamiento de las mismas expresadas por medio de 24 indicadores construidos con información del Censo de Población y Vivienda 2010. Esta estratificación se realizó por medio,,doc_2020.pdf p.188
2020,concentradohogar,estim_alqu,"N (12,2)",Estimación del alquiler,Sección y/o apartado,ubicación. Esta estimación la realiza el propio informante con base en su apreciación del valor de mercado de la renta de su vivienda.,,doc_2020.pdf p.196
2020,concentradohogar,factor,N (5),Factor de expansión,Sección y/o apartado,Factor de expansión.,,doc_2020.pdf p.188
2020,concentradohogar,foliohog,C (1),Identificador del hogar,Sección y/o apartado,5 los hogares adicionales.,,doc_2020.pdf p.187
2020,concentradohogar,folioviv,C (10),Identificador de la vivienda,Sección y/o apartado,"rural, código 6), cuatro dígitos del número consecutivo de la upm, un dígito de la decena de levantamiento y dos dígitos con un número",,doc_2020.pdf p.187
2020,concentradohogar,foraneo,"N (12,2)",Transporte foráneo,Sección y/o apartado,Gasto en transporte foráneo.,,doc_2020.pdf p.201
2020,concentradohogar,frutas,"N (12,2)",Frutas,Sección y/o apartado,Gasto en frutas.,,doc_2020.pdf p.198
2020,concentradohogar,gasto_mon,"N (12,2)",Gasto corriente monetario,Sección y/o apartado,directamente hacen los hogares en bienes y servicios para su consumo.,,doc_2020.pdf p.196
2020,concentradohogar,hombres,N (2),Integrantes del hogar hombres,Sección y/o apartado,domésticos y a los familiares de estos ni a los huéspedes.,,doc_2020.pdf p.190
2020,concentradohogar,horas_extr,"N (12,2)",Horas extras,Sección y/o apartado,Remuneraciones por trabajar horas extras.,,doc_2020.pdf p.192
2020,concentradohogar,hospital,"N (12,2)",Atención hospitalaria,Sección y/o apartado,"y parto, aparatos ortopédicos, terapéuticos y seguros médicos.",,doc_2020.pdf p.201
2020,concentradohogar,huevo,"N (12,2)",Huevo,Sección y/o apartado,Gasto en huevo.,,doc_2020.pdf p.197
2020,concentradohogar,indemtrab,"N (12,2)",Indemnizaciones,Sección y/o apartado,por despido y retiro voluntario.,,doc_2020.pdf p.192
2020,concentradohogar,industria,"N (12,2)",Negocios industriales,Sección y/o apartado,Ingresos de negocios industriales.,,doc_2020.pdf p.193
2020,concentradohogar,ing_cor,"N (12,2)",Ingreso corriente,Sección y/o apartado,"provenientes de rentas, de transferencias, de estimación del alquiler y de otros ingresos.",,doc_2020.pdf p.192
2020,concentradohogar,ingtrab,"N (12,2)",Ingreso por trabajo,Sección y/o apartado,"subordinado, como independiente y de otros trabajos.",,doc_2020.pdf p.192
2020,concentradohogar,jubilacion,"N (12,2)",Jubilaciones,Sección y/o apartado,Jubilaciones y pensiones.1/,,doc_2020.pdf p.195
2020,concentradohogar,leche,"N (12,2)",Leche y derivados,Sección y/o apartado,Gasto en leche y sus derivados.,,doc_2020.pdf p.197
2020,concentradohogar,limpieza,"N (12,2)",Limpieza,Sección y/o apartado,"muebles, cristalería, utensilios domésticos y blancos.",,doc_2020.pdf p.200
2020,concentradohogar,mantenim,"N (12,2)",Mantenimiento de vehículos,Sección y/o apartado,"mantenimiento, combustibles y servicio para vehículos.",,doc_2020.pdf p.202
2020,concentradohogar,mater_serv,"N (12,2)",Servicios y materiales,Sección y/o apartado,mantenimiento y/o ampliación de la vivienda.,,doc_2020.pdf p.205
2020,concentradohogar,material,"N (12,2)",Materiales,Sección y/o apartado,ampliación de la vivienda,,doc_2020.pdf p.205
2020,concentradohogar,mayores,N (2),Integrantes mayores,Sección y/o apartado,de edad.,,doc_2020.pdf p.191
2020,concentradohogar,medicinas,"N (12,2)",Medicamentos sin receta,Sección y/o apartado,Gasto en medicamentos sin receta.,,doc_2020.pdf p.201
2020,concentradohogar,menores,N (2),Integrantes menores,Sección y/o apartado,años de edad.,,doc_2020.pdf p.191
2020,concentradohogar,mujeres,N (2),Integrantes del hogar mujeres,Sección y/o apartado,domésticos y a los familiares de estos ni a los huéspedes.,,doc_2020.pdf p.190
2020,concentradohogar,negocio,"N (12,2)",Ingresos independiente,Sección y/o apartado,"regularmente por su desempeño como trabajadores independientes en su trabajo principal o, si es el caso, en su trabajo",,doc_2020.pdf p.193
2020,concentradohogar,noagrop,"N (12,2)",Negocios no agropecuarios,Sección y/o apartado,Ingresos de negocios no agropecuarios.,,doc_2020.pdf p.193
2020,concentradohogar,ocupados,N (2),Número de ocupados,Sección y/o apartado,más años de edad.,,doc_2020.pdf p.191
2020,concentradohogar,otra_rem,"N (12,2)",Otras remuneraciones,Sección y/o apartado,Otras remuneraciones monetarias.,,doc_2020.pdf p.193
2020,concentradohogar,otras_erog,,Otras erogaciones,Sección y/o apartado,Otras erogaciones financieras y de capital.,,doc_2020.pdf p.206
2020,concentradohogar,otras_perc,"N (12,2)",Otras percepciones,Sección y/o apartado,Otras percepciones financieras y de capital.,,doc_2020.pdf p.204
2020,concentradohogar,otro_alim,"N (12,2)",Otros alimentos diversos,Sección y/o apartado,Gasto en otros alimentos diversos.,,doc_2020.pdf p.198
2020,concentradohogar,otros_gas,"N (12,2)",Otros gastos diversos,Sección y/o apartado,Otros gastos diversos.,,doc_2020.pdf p.203
2020,concentradohogar,otros_ing,"N (12,2)",Otros ingresos corrientes,"{1,2}",Otros ingresos corrientes.,,doc_2020.pdf p.196
2020,concentradohogar,otros_trab,"N (12,2)",Otros ingresos por trabajo,Sección y/o apartado,Otros ingresos provenientes del trabajo.,,doc_2020.pdf p.194
2020,concentradohogar,p12_64,N (2),Integrantes de 12 a 64 años,Sección y/o apartado,12 y los 64 años.,,doc_2020.pdf p.191
2020,concentradohogar,p65mas,N (2),Integrantes de 65 años y más,Sección y/o apartado,de edad.,,doc_2020.pdf p.191
2020,concentradohogar,pago_tarje,"N (12,2)",Pago por tarjeta de crédito,Sección y/o apartado,comercial.,,doc_2020.pdf p.206
2020,concentradohogar,paq_turist,"N (12,2)",Paquetes turísticos,Sección y/o apartado,hospedaje y alojamiento.,,doc_2020.pdf p.203
2020,concentradohogar,pecuarios,"N (12,2)",Negocios pecuarios,Sección y/o apartado,Ingresos de negocios pecuarios.,,doc_2020.pdf p.194
2020,concentradohogar,perc_ocupa,N (2),Perceptores de ingreso ocupados,Sección y/o apartado,corriente monetario y tienen trabajo.,,doc_2020.pdf p.191
2020,concentradohogar,percep_ing,N (2),Perceptores de ingreso,Sección y/o apartado,corriente monetario.,,doc_2020.pdf p.191
2020,concentradohogar,percep_tot,"N (12,2)",Percepciones totales,Sección y/o apartado,que reciben los integrantes del hogar que se derivan de movimientos en el valor de sus,,doc_2020.pdf p.204
2020,concentradohogar,personales,"N (12,2)",Personales,Sección y/o apartado,personales y otros gastos diversos,,doc_2020.pdf p.203
2020,concentradohogar,pesca,"N (12,2)",Negocios de pesca,Sección y/o apartado,de animales.,,doc_2020.pdf p.194
2020,concentradohogar,pescado,"N (12,2)",Pescados y mariscos,Sección y/o apartado,Gasto en pescados y mariscos.,,doc_2020.pdf p.197
2020,concentradohogar,pred_cons,"N (12,2)",Predial y cuotas,Sección y/o apartado,servicio de conservación.,,doc_2020.pdf p.199
2020,concentradohogar,prest_terc,"N (12,2)",Préstamos a terceros,Sección y/o apartado,Préstamos a terceros.,,doc_2020.pdf p.205
2020,concentradohogar,prestamos,"N (12,2)",Préstamos,Sección y/o apartado,hogar o instituciones.,,doc_2020.pdf p.204
2020,concentradohogar,publico,"N (12,2)",Transporte público,Sección y/o apartado,Gasto en transporte público.,,doc_2020.pdf p.201
2020,concentradohogar,refaccion,"N (12,2)",Refacciones para vehículos,Sección y/o apartado,para vehículos de uso particular.,,doc_2020.pdf p.202
2020,concentradohogar,remesas,"N (12,2)",Remesas,Sección y/o apartado,Ingresos provenientes de otros países.,,doc_2020.pdf p.195
2020,concentradohogar,remu_espec,"N (12,2)",Remuneraciones en especie,Sección y/o apartado,productos y/o servicios de consumo final y privado que reciben los trabajadores subordinados como remuneración.,,doc_2020.pdf p.193
2020,concentradohogar,rentas,"N (12,2)",Renta de la propiedad,Sección y/o apartado,derivados de la posesión de activos financieros o tangibles que han puesto a disposición de otras unidades institucionales.,,doc_2020.pdf p.194
2020,concentradohogar,reproducc,"N (12,2)",Negocios de recolección,Sección y/o apartado,reforestación y tala de árboles.,,doc_2020.pdf p.194
2020,concentradohogar,retiro_inv,"N (12,2)",Retiro de inversiones,Sección y/o apartado Sección IV,"ahorro, etcétera.",,doc_2020.pdf p.204
2020,concentradohogar,salud,"N (12,2)",Cuidados de la salud,Sección y/o apartado,Gasto en cuidados de la salud.,,doc_2020.pdf p.200
2020,concentradohogar,servicio,"N (12,2)",Servicios de reparación,Sección y/o apartado,mantenimiento y/o ampliación de la vivienda.,,doc_2020.pdf p.205
2020,concentradohogar,servicios,"N (12,2)",Negocios de servicios,Sección y/o apartado,Ingresos de negocios de servicios.,,doc_2020.pdf p.193
2020,concentradohogar,sexo_jefe,C (1),Sexo del jefe del hogar,"{1,2}",hogar en hombre o mujer.,,doc_2020.pdf p.189
2020,concentradohogar,smg,"N (6,2)",Salario mínimo general,Sección y/o apartado,Salario mínimo general trimestralizado.,,doc_2020.pdf p.206
2020,concentradohogar,sueldos,"N (12,2)",Sueldos,Sección y/o apartado,"Remuneraciones por sueldos, salarios y jornal.",,doc_2020.pdf p.192
2020,concentradohogar,tabaco,"N (12,2)",Tabaco,Sección y/o apartado,Gasto en tabaco.,,doc_2020.pdf p.199
2020,concentradohogar,tam_loc,C (1),Tamaño de localidad,"{1,...,4}",habitantes.,,doc_2020.pdf p.187
2020,concentradohogar,tot_integ,N (2),Número de integrantes del hogar,Sección y/o apartado,domésticos y a los familiares de estos ni a los huéspedes.,,doc_2020.pdf p.190
2020,concentradohogar,trabajo,"N (12,2)",Ingreso por trabajo subordinado,Sección y/o apartado,"las comisiones, aguinaldo, indemnizaciones del trabajo y remuneraciones en especie.",,doc_2020.pdf p.192
2020,concentradohogar,trans_inst,"N (12,2)",Transferencias de instituciones,Sección y/o apartado,públicas o privadas otorgan a ciertos sectores de la población.,,doc_2020.pdf p.196
2020,concentradohogar,transf_gas,"N (12,2)",Transferencias de gasto,Sección y/o apartado,Transferencias de gasto.,,doc_2020.pdf p.204
2020,concentradohogar,transf_hog,"N (12,2)",Transferencias de hogares,Sección y/o apartado,hogares.,,doc_2020.pdf p.195
