anio,tabla,variable,tipo_documentado,etiqueta_variable,rango,definicion,catalogo_referencia,fuente
2018,concentradohogar,acces_pers,"N (12,2)",Accesorios personales,,"Gasto en accesorios y efectos personales. H123 a H131, H133.",,doc_2018.pdf p.176
2018,concentradohogar,aceites,"N (12,2)",Aceites y grasas,en A095 a A100 más la suma de,Gasto en aceites y grasas. A095 a A100. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.171
2018,concentradohogar,adqui_vehi,"N (12,2)",Adquisición de vehículos,en M007 a M011 más la suma de,M007 a M011. particular.,,doc_2018.pdf p.175
2018,concentradohogar,agricolas,"N (12,2)",Negocios agrícolas,Suma de ingresos.ing_tri cuando la clave está en,Ingresos de negocios agrícolas.,,doc_2018.pdf p.168
2018,concentradohogar,agrope,"N (12,2)",Negocios agropecuarios,,Ingresos de negocios agropecuarios.,,doc_2018.pdf p.168
2018,concentradohogar,agua,"N (12,2)",Agua,Suma de gastoshogar.gasto_tri cuando la clave está,Gasto en agua.,,doc_2018.pdf p.173
2018,concentradohogar,aguinaldo,"N (12,2)",Aguinaldo y reparto de utilidades,Suma de ingresos.ing_tri cuando la clave sea igual a,utilidades.,,doc_2018.pdf p.167
2018,concentradohogar,ali_dentro,"N (12,2)",Alimentos dentro del hogar,,dentro del hogar.,,doc_2018.pdf p.171
2018,concentradohogar,ali_fuera,"N (12,2)",Alimentos fuera del hogar,en A243 a A247 más la suma de,A243 a A247. del hogar.,,doc_2018.pdf p.172
2018,concentradohogar,alimentos,"N (12,2)",Alimentos,,"que realizan día a día los integrantes del hogar en alimentos, bebidas y tabaco.",,doc_2018.pdf p.171
2018,concentradohogar,alquiler,"N (12,2)",Alquileres brutos,"en G001 a G004, G101 más la suma de",Gasto en alquileres brutos. G001 a G004,,doc_2018.pdf p.173
2018,concentradohogar,arrenda,"N (12,2)",Arrendamiento,,financieros.,,doc_2018.pdf p.169
2018,concentradohogar,atenc_ambu,"N (12,2)",Atención primaria o ambulatoria,en J016 a J043 más la suma de,Gasto en atención primaria o ambulatoria. J016 a J043.,,doc_2018.pdf p.174
2018,concentradohogar,azucar,"N (12,2)",Azúcar y mieles,en A173 a A175 más la suma de,Gasto en azúcar y mieles. A173 a A175.,,doc_2018.pdf p.172
2018,concentradohogar,balance,"N (12,2)",Pérdidas del negocio,Suma de erogaciones.ero_tri cuando la clave está en,Pérdidas en los negocios del hogar.,,doc_2018.pdf p.178
2018,concentradohogar,bebidas,"N (12,2)",Bebidas,en A215 a A238 más la suma de,Gasto en bebidas alcohólicas y no alcohólicas. A215 a A238.,,doc_2018.pdf p.172
2018,concentradohogar,becas,"N (12,2)",Becas,Suma de ingresos.ing_tri cuando la clave es P037 o,instituciones. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.169
2018,concentradohogar,bene_gob,"N (12,2)",Beneficios gubernamentales,Suma de ingresos.ing_tri cuando la clave está en,gubernamentales.,,doc_2018.pdf p.170
2018,concentradohogar,cafe,"N (12,2)","Café, té y chocolate",en A176 aA182 más la suma de,"Gasto en café, té y chocolate. A176 a A182",,doc_2018.pdf p.172
2018,concentradohogar,calzado,"N (12,2)",Calzado y su reparación,en H084 a H122 más la suma de,Gasto en calzado y su reparación. H084 a H122.,,doc_2018.pdf p.173
2018,concentradohogar,carnes,"N (12,2)",Carnes,en A025 a A065 más la suma de,Gasto en carnes. A025 a A065.,,doc_2018.pdf p.171
2018,concentradohogar,cereales,"N (12,2)",Cereales,,Gasto en cereales. A001 a A024.,,doc_2018.pdf p.171
2018,concentradohogar,clase_hog,C (1),Clase de hogar,"{1,...,5} Clasificar a los integrantes del hogar por clave de",familiar primario; ampliado: hogar formado por 2 (Si Jefe = 1 y (Esposa > 0 o Hijos > 0) y Parientes el jefe(a) y su grupo familiar primario más otros = 0 y NoParientes = 0)CLASE_HOG = 3 (Si Jefe = 1 grupos familiares u otros parientes; compuesto: y (Esposa > 0 o Hijos > 0 o Parientes > 0) y hogar formado por un hogar nuclear o ampliado NoParientes = 0) CLASE_HOG = 4 (Si Jefe = 1 y con personas sin parentesco con el jefe(a); (Esposa > 0 o Hijos > 0 o Parientes > 0) y corresidente: hogar formado ,,doc_2018.pdf p.164
2018,concentradohogar,combus,"N (12,2)",Combustibles para vehículos,,"de llantas, pensiones y otros servicios para F007 a F014. vehículos de uso particular.",,doc_2018.pdf p.175
2018,concentradohogar,comercio,"N (12,2)",Negocios comerciales,Suma de ingresos.ing_tri cuando la clave es P069 o,Ingresos de negocios comerciales.,,doc_2018.pdf p.168
2018,concentradohogar,comisiones,"N (12,2)",Comisiones y propinas,,Remuneraciones por comisiones y propinas.,,doc_2018.pdf p.167
2018,concentradohogar,comunica,"N (12,2)",Comunicaciones,"en F001 a F006, R005 a R008, R010, R011 mas la","Gasto en comunicaciones. está en F001 a F006, R005 a R008, R010, R011.",,doc_2018.pdf p.175
2018,concentradohogar,cuida_pers,"N (12,2)",Cuidados personales,"en D001 a D026, H132 más la suma de","Gasto en cuidados personales. D001 a D026, H132.",,doc_2018.pdf p.176
2018,concentradohogar,cuidados,"N (12,2)",Cuidados de la casa,,C001 a C024. cuidados de la casa.,,doc_2018.pdf p.174
2018,concentradohogar,cuota_viv,"N (12,2)",Cuota por vivienda,Suma de erogaciones.ero_tri cuando la clave está en,Cuota pagada por la vivienda propia.,,doc_2018.pdf p.177
2018,concentradohogar,deposito,"N (12,2) Suma de erogaciones.ero_tri cuando la clave está en",Depósito de ahorro,Q001 más la suma de gastoshogar.gasto_tri cuando,"de ahorro, etcétera. Q001. .9102 nóicpircseD .8102 y",,doc_2018.pdf p.177
2018,concentradohogar,deudas,"N (12,2) Suma de erogaciones.ero_tri cuando la clave está en",Pago de deudas,Q004 más la suma de gastoshogar.gasto_tri cuando,empresa donde trabajan y/o a otras personas o Q004. instituciones.,,doc_2018.pdf p.178
2018,concentradohogar,donativos,"N (12,2)",Donativos,Suma de ingresos.ing_tri cuando la clave es P039 o,instituciones y otros hogares.,,doc_2018.pdf p.170
2018,concentradohogar,edad_jefe,N (2),Edad del jefe del hogar,,del jefe del hogar y la fecha de la entrevista. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.164
2018,concentradohogar,educa_espa,"N (12,2)",Educación y esparcimiento,,"educativos, artículos de esparcimiento y otros gastos esparcimiento.",,doc_2018.pdf p.175
2018,concentradohogar,educa_jefe,C (2),Educación formal del jefe del hogar,"{01,...,11}",Educación formal del jefe del hogar. ó ((nivelaprob = 5 ó nivelaprob = 6) y antec_esc = 3) educa_jefe = 09 (Si nivelaprob = 7 y gradoaprob < 4) educa_jefe = 10 (Si nivelaprob = 7 y gradoaprob >= 4) ó ((nivelaprob = 5 ó nivelaprob = 6) y antec_esc = 4) educa_jefe = 11 (Si nivelaprob = 8 ó nivelaprob = 9) ó ((nivelaprob = 5 ó nivelaprob = 6) y antec_esc = 5).,,doc_2018.pdf p.165
2018,concentradohogar,educacion,"N (12,2)",Educación,"en E001 a E021, H134, H135 más la suma de","Gasto en artículos y servicios de educación. E001 a E021, H134, H135.",,doc_2018.pdf p.175
2018,concentradohogar,energia,"N (12,2)",Electricidad y combustibles,"en G009 a G016, R001, R003 mas la suma de","Gasto en electricidad y combustibles. G009 a G016, R001, R003.",,doc_2018.pdf p.173
2018,concentradohogar,enseres,"N (12,2)",Enseres domésticos,en K001 a K037 más la suma de,Gasto en enseres domésticos. K001 a K037.,,doc_2018.pdf p.174
2018,concentradohogar,ero_nm_hog,"N (12,2)",Transferencias no regulares,Suma de gastoshogar.gas_nm_tri cuando tipogasto,provenientes de otros hogares.,,doc_2018.pdf p.177
2018,concentradohogar,ero_nm_viv,"N (12,2)",Erogaciones patrimoniales,"está en G5, G6 y clave está en Q001 a Q016, K038 a","tipogasto está en G4 y clave está en Q001 a Q016, vivienda propia. K038 a K045.",,doc_2018.pdf p.177
2018,concentradohogar,erogac_tot,"N (12,2)",Erogaciones totales,,financieras y de capital monetarias y no monetarias que realizan los integrantes del hogar en un lapso determinado.,,doc_2018.pdf p.177
2018,concentradohogar,esparci,"N (12,2)",Esparcimiento,,"Gasto en artículos y servicios de esparcimiento. E022 a E034, L001 a L029, R009. .9102 nóicpircseD .8102 y",,doc_2018.pdf p.175
2018,concentradohogar,especias,"N (12,2)",Especias y aderezos,en A183 a A194 mas la suma de,Gasto en especias y aderezos. A183 a A194,,doc_2018.pdf p.172
2018,concentradohogar,est_dis,C (7),Estrato de diseño muestral,,UPMs de acuerdo con su estrato geográfico (entidad-ámbito-zona).,,doc_2018.pdf p.163
2018,concentradohogar,est_socio,C (1),Estrato socioeconómico,"{1,...,4}",equipamiento de las mismas expresadas por medio de 24 indicadores construidos con información del Censo de Población y Vivienda 2010. Esta estratificación se realizó por medio de métodos estadísticos multivariados.,,doc_2018.pdf p.163
2018,concentradohogar,estim_alqu,"N (12,2)",Estimación del alquiler,,ubicación. Esta estimación la realiza el propio informante con base en su apreciación del valor de mercado de la renta de su vivienda.,,doc_2018.pdf p.170
2018,concentradohogar,factor,N (5),Factor de expansión,,Factor de expansión.,,doc_2018.pdf p.163
2018,concentradohogar,foliohog,C (1),Identificador del hogar,,5 los hogares adicionales.,,doc_2018.pdf p.162
2018,concentradohogar,folioviv,C (10),Identificador de la vivienda,,"rural, código 6), cuatro dígitos del número consecutivo de la upm, un dígito de la decena de levantamiento y dos dígitos con un número consecutivo para la vivienda seleccionada.",,doc_2018.pdf p.162
2018,concentradohogar,foraneo,"N (12,2)",Transporte foráneo,Suma de gastoshogar.gasto_tri cuando la clave está,Gasto en transporte foráneo. M001 a M006.,,doc_2018.pdf p.175
2018,concentradohogar,frutas,"N (12,2)",Frutas,en A147 a A172 mas la suma de,Gasto en frutas. A147 a A172.,,doc_2018.pdf p.172
2018,concentradohogar,gasto_mon,"N (12,2)",Gasto corriente monetario,"La suma de alimentos, vesti_calz, vivienda, limpieza,",directamente hacen los hogares en bienes y servicios para su consumo. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.170
2018,concentradohogar,hombres,N (2),Integrantes del hogar hombres,,domésticos y a los familiares de éstos ni a los huéspedes. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.165
2018,concentradohogar,horas_extr,"N (12,2)",Horas extras,,Remuneraciones por trabajar horas extras.,,doc_2018.pdf p.167
2018,concentradohogar,hospital,"N (12,2)",Atención hospitalaria,,"J001 a J015, J070 a J072. y parto, aparatos ortopédicos, terapéuticos y seguros médicos.",,doc_2018.pdf p.174
2018,concentradohogar,huevo,"N (12,2)",Huevo,en A093 a A094 más la suma de,Gasto en huevo. A093 a A094.,,doc_2018.pdf p.171
2018,concentradohogar,indemtrab,"N (12,2)",Indemnizaciones,Suma de ingresos.ing_tri cuando la clave sea igual a,por despido y retiro voluntario.,,doc_2018.pdf p.167
2018,concentradohogar,industria,"N (12,2)",Negocios industriales,Suma de ingresos.ing_tri cuando la clave es P068 o,Ingresos de negocios industriales.,,doc_2018.pdf p.168
2018,concentradohogar,ing_cor,"N (12,2)",Ingreso corriente,,"provenientes de rentas, de transferencias, de estimación del alquiler y de otros ingresos. .9102 nóicpircseD .8102 y",,doc_2018.pdf p.166
2018,concentradohogar,ingtrab,"N (12,2)",Ingreso por trabajo,,"subordinado, como independiente y de otros trabajos.",,doc_2018.pdf p.167
2018,concentradohogar,jubilacion,"N (12,2)",Jubilaciones,,accidente de trabajo despido y retiro voluntario.,,doc_2018.pdf p.169
2018,concentradohogar,leche,"N (12,2)",Leche y derivados,en A075 a A092 más la suma de,Gasto en leche y sus derivados. A075 a A092.,,doc_2018.pdf p.171
2018,concentradohogar,limpieza,"N (12,2)",Limpieza,,"muebles, cristalería, utensilios domésticos y blancos. .9102 nóicpircseD .8102 y sosergnI",,doc_2018.pdf p.173
2018,concentradohogar,mantenim,"N (12,2)",Mantenimiento de vehículos,,"mantenimiento, combustibles y servicio para vehículos.",,doc_2018.pdf p.175
2018,concentradohogar,mater_serv,"N (12,2)",Servicios y materiales,,mantenimiento y/o ampliación de la vivienda.,,doc_2018.pdf p.177
2018,concentradohogar,material,"N (12,2)",Materiales,"en K038, K040, K042, K044 más la suma de","K038, K040, K042, K044. ampliación de la vivienda",,doc_2018.pdf p.177
2018,concentradohogar,mayores,N (2),Integrantes mayores,,de edad.,,doc_2018.pdf p.166
2018,concentradohogar,medicinas,"N (12,2)",Medicamentos sin receta,en J044 a J069 más la suma de,Gasto en medicamentos sin receta. J044 a J069.,,doc_2018.pdf p.174
2018,concentradohogar,menores,N (2),Integrantes menores,,años de edad.,,doc_2018.pdf p.166
2018,concentradohogar,mujeres,N (2),Integrantes del hogar mujeres,,domésticos y a los familiares de éstos ni a los huéspedes.,,doc_2018.pdf p.166
2018,concentradohogar,negocio,"N (12,2)",Ingresos independiente,,"regularmente por su desempeño como trabajadores independientes en su trabajo principal o, si es el caso, en su trabajo secundario.",,doc_2018.pdf p.168
2018,concentradohogar,noagrop,"N (12,2)",Negocios no agropecuarios,,Ingresos de negocios no agropecuarios.,,doc_2018.pdf p.168
2018,concentradohogar,ocupados,N (2),Número de ocupados,Contar a las personas con trabajo,más años de edad.,,doc_2018.pdf p.166
2018,concentradohogar,otra_rem,"N (12,2)",Otras remuneraciones,Suma de ingresos.ing_tri cuando la clave sea igual a,Otras remuneraciones monetarias.,,doc_2018.pdf p.167
2018,concentradohogar,otras_erog,"N (12,2)",Otras erogaciones,"Q005 a Q013, Q015 a Q016 más la suma de","Otras erogaciones financieras y de capital. gastospersona.gasto_tri cuando la clave está en Q005 a Q013, Q015 a Q016.",,doc_2018.pdf p.178
2018,concentradohogar,otras_perc,"N (12,2)",Otras percepciones,Suma de ingresos.ing_tri cuando la clave está en,Otras percepciones financieras y de capital.,,doc_2018.pdf p.177
2018,concentradohogar,otro_alim,"N (12,2)",Otros alimentos diversos,"en A195 a A214, A242 más la suma de","Gasto en otros alimentos diversos. A195 a A214, A242.",,doc_2018.pdf p.172
2018,concentradohogar,otros_gas,"N (12,2)",Otros gastos diversos,"en N001 a N002, N005 a N010, R012, R013 mas la","Otros gastos diversos. está en N001 a N002, N005 a N010, R012, R013.",,doc_2018.pdf p.176
2018,concentradohogar,otros_ing,"N (12,2)",Otros ingresos corrientes,,Otros ingresos corrientes.,,doc_2018.pdf p.170
2018,concentradohogar,otros_trab,"N (12,2)",Otros ingresos por trabajo,Suma de ingresos.ing_tri cuando la clave es P021 o,Otros ingresos provenientes del trabajo.,,doc_2018.pdf p.169
2018,concentradohogar,p12_64,N (2),Integrantes de 12 a 64 años,Contar a las personas de la tabla Poblacion donde,12 y los 64 años.,,doc_2018.pdf p.166
2018,concentradohogar,p65mas,N (2),Integrantes de 65 años y más,Contar a las personas de la tabla Poblacion donde,de edad.,,doc_2018.pdf p.166
2018,concentradohogar,pago_tarje,"N (12,2)",Pago por tarjeta de crédito,Q003 más la suma de gastoshogar.gasto_tri cuando,comercial. Q003.,,doc_2018.pdf p.178
2018,concentradohogar,paq_turist,"N (12,2)",Paquetes turísticos,en N003 a N004 más la suma de,N003 a N004. hospedaje y alojamiento.,,doc_2018.pdf p.176
2018,concentradohogar,pecuarios,"N (12,2)",Negocios pecuarios,Suma de ingresos.ing_tri cuando la clave es P072 o,Ingresos de negocios pecuarios.,,doc_2018.pdf p.168
2018,concentradohogar,perc_ocupa,N (2),Perceptores de ingreso ocupados,"cualquiera de las claves P001 a P009, P011 a P016,",corriente monetario y tienen trabajo.,,doc_2018.pdf p.166
2018,concentradohogar,percep_ing,N (2),Perceptores de ingreso,Contar a las personas que reportan ingreso en,corriente monetario.,,doc_2018.pdf p.166
2018,concentradohogar,percep_tot,"N (12,2)",Percepciones totales,,que reciben los integrantes del hogar que se derivan de movimientos en el valor de sus activos.,,doc_2018.pdf p.176
2018,concentradohogar,personales,"N (12,2)",Personales,,personales y otros gastos diversos,,doc_2018.pdf p.176
2018,concentradohogar,pesca,"N (12,2)",Negocios de pesca,,de animales.,,doc_2018.pdf p.169
2018,concentradohogar,pescado,"N (12,2)",Pescados y mariscos,en A066 a A074 más la suma de,Gasto en pescados y mariscos. A066 a A074.,,doc_2018.pdf p.171
2018,concentradohogar,pred_cons,"N (12,2)",Predial y cuotas,Suma de gastoshogar.gasto_tri cuando la clave está,"G005 a G008, R004. servicio de conservación.",,doc_2018.pdf p.173
2018,concentradohogar,prest_terc,"N (12,2) Suma de erogaciones.ero_tri cuando la clave está en",Préstamos a terceros,Q002 más la suma de gastoshogar.gasto_tri cuando,Préstamos a terceros. Q002.,,doc_2018.pdf p.178
2018,concentradohogar,prestamos,"N (12,2)",Préstamos,Suma de ingresos.ing_tri cuando la clave está en,hogar o instituciones. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.176
2018,concentradohogar,publico,"N (12,2)",Transporte público,,Gasto en transporte público. B001 a B007. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.174
2018,concentradohogar,refaccion,"N (12,2)",Refacciones para vehículos,en M012 a M018 más la suma de,M012 a M018. para vehículos de uso particular.,,doc_2018.pdf p.175
2018,concentradohogar,remesas,"N (12,2)",Remesas,,Ingresos provenientes de otros países.,,doc_2018.pdf p.170
2018,concentradohogar,remu_espec,"N (12,2)",Remuneraciones en especie,,productos y/o servicios de consumo final y privado que reciben los trabajadores subordinados como remuneración. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.167
2018,concentradohogar,rentas,"N (12,2)",Renta de la propiedad,,derivados de la posesión de activos financieros o tangibles que han puesto a disposición de otras unidades institucionales.,,doc_2018.pdf p.169
2018,concentradohogar,reproducc,"N (12,2)",Negocios de recolección,,reforestación y tala de árboles. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.168
2018,concentradohogar,retiro_inv,"N (12,2)",Retiro de inversiones,,"ahorro, etcétera.",,doc_2018.pdf p.176
2018,concentradohogar,salud,"N (12,2)",Cuidados de la salud,,Gasto en cuidados de la salud.,,doc_2018.pdf p.174
2018,concentradohogar,servicio,"N (12,2)",Servicios de reparación,Suma de gastoshogar.gasto_tri cuando la clave está,"K039, K041, K043, K045. mantenimiento y/o ampliación de la vivienda.",,doc_2018.pdf p.177
2018,concentradohogar,servicios,"N (12,2)",Negocios de servicios,Suma de ingresos.ing_tri cuando la clave es P070 o,Ingresos de negocios de servicios.,,doc_2018.pdf p.168
2018,concentradohogar,sexo_jefe,C (1),Sexo del jefe del hogar,"{1,2} Es igual a Poblacion.sexo donde",hogar en hombre o mujer.,,doc_2018.pdf p.164
2018,concentradohogar,smg,"N (6,2)",Salario mínimo general,,Salario mínimo general trimestralizado. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.178
2018,concentradohogar,sueldos,"N (12,2)",Sueldos,Suma de ingresos.ing_tri cuando la clave está en,"Remuneraciones por sueldos, salarios y jornal.",,doc_2018.pdf p.167
2018,concentradohogar,tabaco,"N (12,2)",Tabaco,en A239 a A241 mas la suma de,Gasto en tabaco. A239 a A241. .9102 nóicpircseD .8102 y,,doc_2018.pdf p.172
2018,concentradohogar,tam_loc,C (1),Tamaño de localidad,"{1,...,4}",habitantes.,,doc_2018.pdf p.162
2018,concentradohogar,tot_integ,N (2),Número de integrantes del hogar,,domésticos y a los familiares de éstos ni a los huéspedes.,,doc_2018.pdf p.165
2018,concentradohogar,trabajo,"N (12,2)",Ingreso por trabajo subordinado,,"las comisiones, aguinaldo, indemnizaciones del trabajo y remuneraciones en especie.",,doc_2018.pdf p.167
2018,concentradohogar,trans_inst,"N (12,2)",Transferencias de instituciones,Suma de gastoshogar.gas_nm_tri cuando tipogasto,públicas o privadas otorgan a ciertos sectores de la población.,,doc_2018.pdf p.170
2018,concentradohogar,transf_gas,"N (12,2)",Transferencias de gasto,Suma de gastoshogar.gasto_tri cuando la clave está,"Transferencias de gasto. N011 a N016, T901 a T915.",,doc_2018.pdf p.176
2018,concentradohogar,transf_hog,"N (12,2)",Transferencias de hogares,,hogares.,,doc_2018.pdf p.170
2018,concentradohogar,transfer,"N (12,2)",Transferencias,,hogar y por las cuales el proveedor o donante no demanda retribución de ninguna naturaleza.,,doc_2018.pdf p.169
2018,concentradohogar,transporte,"N (12,2)",Transporte,,"mantenimiento, accesorios y servicios para vehículos; comunicaciones.",,doc_2018.pdf p.174
2018,concentradohogar,tuberculo,"N (12,2)",Tubérculos,en A101 a A106 más la suma de,Gasto en tubérculos. A101 a A106.,,doc_2018.pdf p.172
2018,concentradohogar,ubica_geo,C (5),Ubicación geográfica,,"municipio. Éstas corresponden al Catálogo de claves de entidades federativas, municipios y localidades, que está disponible en el sitio del",,doc_2018.pdf p.162
2018,concentradohogar,upm,C (5),Unidad primaria de muestreo,,"seleccionadas en la primera etapa del muestreo y corresponden a áreas geográficas con límites identificables en el terreno que agrupan un conjunto de viviendas, cuyo número depende del tamaño de las localidades.",,doc_2018.pdf p.163
2018,concentradohogar,utensilios,"N (12,2)",Utensilios domésticos,en I001 a I026 más la suma de,a I026. domésticos.,,doc_2018.pdf p.174
2018,concentradohogar,utilidad,"N (12,2)",Ingresos de sociedades,,sociedades y empresas que funcionan como sociedades.,,doc_2018.pdf p.169
2018,concentradohogar,verduras,"N (12,2)",Verduras,en A107 a A146 más la suma de,A107 a A146. semillas.,,doc_2018.pdf p.172
2018,concentradohogar,vesti_calz,"N (12,2)",Vestido y calzado,,distingue tanto el sexo de los integrantes del hogar como los diferentes grupos de edad de éstos.,,doc_2018.pdf p.173
2018,concentradohogar,vestido,"N (12,2)",Vestido,"en H001 a H083, H136 más la suma de","Gasto en prendas de vestir. H001 a H083, H136.",,doc_2018.pdf p.173
2018,concentradohogar,vivienda,"N (12,2)",Vivienda,,energía eléctrica y combustibles.,,doc_2018.pdf p.173
2018,hogares,acc_alim1,C (1),Preocupación comida se acabe,"{1,2}","Alguna vez por falta de dinero o recursos, se vio En los últimos tres meses, por falta de dinero o en la preocupación que la comida se acabara.",,doc_2018.pdf p.44
2018,hogares,acc_alim10,C (1),Menor con alimentos no sanos,"{1,2}",menor no tuvo alimentación sana y variada.,,doc_2018.pdf p.46
2018,hogares,acc_alim11,C (1),Menor con poca variedad de alimentos,"{1,2}",menor tuvo una alimentación poco variada.,,doc_2018.pdf p.46
2018,hogares,acc_alim12,C (1),Menor comió menos,"{1,2}","Alguna vez por falta de dinero o recursos algún En los últimos tres meses, por falta de dinero o menor tuvo una reducida alimentación.",,doc_2018.pdf p.47
2018,hogares,acc_alim13,C (1),Disminuyó comida para menor,"{1,2}",menor recibió menos cantidad de alimentos.,,doc_2018.pdf p.47
2018,hogares,acc_alim14,C (1),Menor sintió hambre y no comió,"{1,2}","Alguna vez por falta de dinero o recursos algún En los últimos tres meses, por falta de dinero o menor sintió hambre pero no comió.",,doc_2018.pdf p.47
2018,hogares,acc_alim15,C (1),Menor se acostó con hambre,"{1,2}","Alguna vez por falta de dinero o recursos algún En los últimos tres meses, por falta de dinero o menor se acostó con hambre.",,doc_2018.pdf p.47
2018,hogares,acc_alim16,C (1),Menor con una o menos comidas,"{1,2}",menor dejó de comer todo un día.,,doc_2018.pdf p.47
2018,hogares,acc_alim18,C (1),Relación con el consumo regular,"{1,...,3}",Relación del consumo regular de alimentos con ¿Considera usted que el consumo que reportó fue lo reportado durante la semana de entrevista.,,doc_2018.pdf p.49
2018,hogares,acc_alim2,C (1),Sin comida,"{1,2}",quedaron sin comida.,,doc_2018.pdf p.45
2018,hogares,acc_alim3,C (1),Poca variedad de alimentos,"{1,2}","Alguna vez por falta de dinero o recursos no En los últimos tres meses, ¿alguna vez se quedaron obtuvieron una alimentación sana y variada.",,doc_2018.pdf p.45
2018,hogares,acc_alim4,C (1),Adulto poca variedad de alimentos,"{1,2}",adulto no obtuvo una alimentación sana y recursos ¿alguna vez usted o algún adulto en su variada.,,doc_2018.pdf p.45
2018,hogares,acc_alim5,C (1),Dejó algún alimento,"{1,2}","Alguna vez por falta de dinero o recursos algún En los últimos tres meses, por falta de dinero o adulto no tuvo desayuno, comida o cena.",,doc_2018.pdf p.45
2018,hogares,acc_alim6,C (1),Comió menos,"{1,2}",adulto comió menos de lo pensado.,,doc_2018.pdf p.45
2018,hogares,acc_alim7,C (1),Sintió hambre y no comió,"{1,2}","Alguna vez por falta de dinero o recursos algún En los últimos tres meses, por falta de dinero o adulto sintió hambre pero no comió.",,doc_2018.pdf p.46
2018,hogares,acc_alim8,C (1),Una o menos comidas,"{1,2}",algún adulto comió solo una vez o dejó de recursos ¿alguna vez usted o algún adulto en comer un día.,,doc_2018.pdf p.46
2018,hogares,acc_alim9,C (1),Mendigar por comida,"{1,2}",adulto tuvo que mendigar o mandar a niños a recursos ¿alguna vez tuvieron que hacer algo que trabajar.,,doc_2018.pdf p.46
2018,hogares,alim17_1,N (1),Número de días que comieron cereales,Sección y/o apartado Sección IV,"hechos de maíz, trigo, arroz, avena, salvado, pan (blanco, integral, de caja, rústico, dulce), etcétera, durante la última semana.",,doc_2018.pdf p.48
2018,hogares,alim17_10,N (1),Número de días que comieron aceites,Sección y/o apartado Sección IV,"durante la última semana. comieron cualquier tipo de aceite (soya, cártamo,",,doc_2018.pdf p.49
2018,hogares,alim17_11,N (1),Número de días que comieron azúcar,Sección y/o apartado Sección IV,"Número de días que comieron azúcar o mieles comieron azúcar o miel (de abeja o maple), jarabe de durante la última semana.",,doc_2018.pdf p.49
2018,hogares,alim17_12,N (1),Número de días que comieron otros alimentos,Sección y/o apartado Sección IV,"como condimentos, café, té durante la última Durante los últimos siete días, ¿cuántos días semana.",,doc_2018.pdf p.49
2018,hogares,alim17_2,N (1),Número de días que comieron tubérculos,Sección y/o apartado Sección IV,"provenientes de raíces o tubérculos, durante la Durante los últimos siete días, ¿cuántos días última semana.",,doc_2018.pdf p.48
2018,hogares,alim17_3,N (1),Número de días que comieron verduras,Sección y/o apartado Sección IV,"Número de días que comieron verduras durante Durante los últimos siete días, ¿cuántos días la última semana.",,doc_2018.pdf p.48
2018,hogares,alim17_4,N (1),Número de días que comieron frutas,Sección y/o apartado Sección IV,"Número de días que comieron frutas durante la Durante los últimos siete días, ¿cuántos días última semana.",,doc_2018.pdf p.48
2018,hogares,alim17_5,N (1),Número de días que comieron carne,Sección y/o apartado Sección IV,última semana.,,doc_2018.pdf p.48
2018,hogares,alim17_6,N (1),Número de días que comieron huevo,Sección y/o apartado Sección IV,"Durante los últimos siete días, ¿cuántos días última semana.",,doc_2018.pdf p.48
2018,hogares,alim17_7,N (1),Número de días que comieron pescado,Sección y/o apartado Sección IV,"Número de días que comieron pescado o Durante los últimos siete días, ¿cuántos días mariscos durante la última semana.",,doc_2018.pdf p.48
2018,hogares,alim17_8,N (1),Número de días que comieron leguminosas,Sección y/o apartado Sección IV,"Número de días que comieron leguminosas o comieron alimentos a base de frijoles, lentejas, semillas durante la última semana.",,doc_2018.pdf p.49
2018,hogares,alim17_9,N (1),Número de días que comieron lácteos,Sección y/o apartado Sección IV,"Número de días que comieron productos Durante los últimos siete días, ¿cuántos días lácteos durante la última semana.",,doc_2018.pdf p.49
2018,hogares,anio_aspir,C (2),Año de la última aspiradora adquirida,"{00,...,16,50,...,99}",Año de adquisición de la última aspiradora.,,doc_2018.pdf p.57
2018,hogares,anio_auto,C (2),Año del último automóvil adquirido,"{00,...,16,50,...,99}",Año de adquisición del último automóvil.,,doc_2018.pdf p.50
2018,hogares,anio_bici,C (2),Año de la última bicicleta adquirida,"{00,...,16,50,...,99}",Año de adquisición de la última bicicleta. ¿En qué año adquirió su última bicicleta que se,,doc_2018.pdf p.51
2018,hogares,anio_canoa,C (2),Año de la última canoa adquirida,"{00,...,16,50,...,99}",trajinera u otros vehículos para navegar.,,doc_2018.pdf p.52
2018,hogares,anio_carret,C (2),Año de la última carreta adquirida,"{00,...,16,50,...,99}","Año de adquisición de la última carreta. ¿En qué año adquirió su última carreta, calandria u",,doc_2018.pdf p.52
