tabla,variable,2018,2020,2022,2024,estado,decodificar
viviendas,est_dis,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,est_socio,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,estim_pago,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,estufa_chi,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,excusado,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,factor,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,finan_1,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,finan_2,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,finan_3,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,finan_4,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,finan_5,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,finan_6,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,finan_7,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,finan_8,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,focos,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,focos_ahor,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,focos_inca,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,fogon_chi,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,folioviv,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,fregadero,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,hog_dueno1,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,hog_dueno2,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,lavadero,documentada,documentada,documentada,documentada,estable,True
viviendas,lugar_coc,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,mat_pared,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,mat_pisos,documentada,documentada,documentada,documentada,estable,True
viviendas,mat_techos,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,medid_luz,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,medidor_luz,documentada,documentada,documentada,documentada,no disponible en todos los años,False
viviendas,mes_1,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,mes_2,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,mes_3,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,mes_4,no documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,mes_5,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,mes_6,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,num_cuarto,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,num_dueno1,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,num_dueno2,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,p_electric,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,p_fractura,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,p_grietas,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,p_humedad,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,p_levanta,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,p_pandeos,no documentada,no documentada,no documentada,documentada,no disponible en todos los años,False
viviendas,p_tuberias,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,pago_mesp,documentada,documentada,documentada,documentada,estable,True
viviendas,pago_viv,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,pileta,documentada,documentada,documentada,documentada,estable,True
viviendas,procaptar,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,regadera,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,renta,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,sanit_agua,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,tam_loc,documentada,documentada,documentada,documentada,estable,True
viviendas,tanque_gas,documentada,documentada,documentada,documentada,estable,True
viviendas,tenencia,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,tinaco_azo,documentada,documentada,documentada,documentada,estable,True
viviendas,tipo_adqui,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,tipo_finan,documentada,documentada,documentada,no documentada,no disponible en todos los años,False
viviendas,tipo_viv,documentada,documentada,documentada,documentada,categorías diferentes,True
viviendas,tot_hog,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,tot_hom,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,tot_muj,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,tot_resid,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,ubica_geo,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,upm,no documentada,no documentada,no documentada,no documentada,no disponible en todos los años,False
viviendas,uso_compar,documentada,documentada,documentada,documentada,estable,True
viviendas,viv_usada,documentada,documentada,documentada,documentada,estable,True
