tabla,variable,tipo_conceptual,decodificada,estable_4_anios,observacion
trabajos,medtrab_4,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
trabajos,medtrab_5,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
trabajos,medtrab_6,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
trabajos,medtrab_7,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,anio,fecha,No,sin mapping,
viviendas,folioviv,identificador,No,no disponible en todos los años,
viviendas,tipo_viv,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,mat_pared,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,mat_techos,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,mat_pisos,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,antiguedad,numérica discreta,No,no disponible en todos los años,
viviendas,antigua_ne,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,cocina,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,cocina_dor,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,cuart_dorm,numérica discreta,No,no disponible en todos los años,
viviendas,num_cuarto,numérica discreta,No,no disponible en todos los años,
viviendas,dotac_agua,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,excusado,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,uso_compar,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,sanit_agua,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,biodigest,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,bano_comp,numérica discreta,No,no disponible en todos los años,
viviendas,bano_excus,numérica discreta,No,no disponible en todos los años,
viviendas,bano_regad,numérica discreta,No,no disponible en todos los años,
viviendas,drenaje,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,disp_elect,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,focos_ahor,numérica discreta,No,no disponible en todos los años,
viviendas,combustible,categórica nominal,Sí,estable,Decodificada en corrección acotada con ficha oficial por año; columna combustible_desc creada.
viviendas,eli_basura,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,tenencia,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,renta,numérica discreta,No,no disponible en todos los años,
viviendas,estim_pago,numérica discreta,No,no disponible en todos los años,
viviendas,pago_viv,numérica discreta,No,no disponible en todos los años,
viviendas,pago_mesp,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,tipo_adqui,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,viv_usada,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,num_dueno1,categórica nominal,No,no disponible en todos los años,"Mapping extraído, pero no se decodifica por 42 códigos sin mapping."
viviendas,hog_dueno1,categórica nominal,No,no disponible en todos los años,"Mapping extraído, pero no se decodifica por 13 códigos sin mapping."
viviendas,num_dueno2,categórica nominal,No,no disponible en todos los años,"Mapping extraído, pero no se decodifica por 28 códigos sin mapping."
viviendas,hog_dueno2,categórica nominal,No,no disponible en todos los años,"Mapping extraído, pero no se decodifica por 9 códigos sin mapping."
viviendas,escrituras,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,lavadero,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,fregadero,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,regadera,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,tinaco_azo,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,cisterna,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,pileta,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,calent_sol,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,calent_gas,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,medidor_luz,categórica nominal,Sí,estable,Decodificada en corrección acotada con ficha oficial por año; columna medidor_luz_desc creada.
viviendas,bomba_agua,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,tanque_gas,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,aire_acond,categórica nominal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,calefacc,categórica nominal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,tot_resid,numérica discreta,No,no disponible en todos los años,
viviendas,tot_hom,numérica discreta,No,no disponible en todos los años,
viviendas,tot_muj,numérica discreta,No,no disponible en todos los años,
viviendas,tot_hog,numérica discreta,No,no disponible en todos los años,
viviendas,ubica_geo,llave geográfica,No,no disponible en todos los años,
viviendas,tam_loc,categórica ordinal,Sí,estable,Decodificada con mapping oficial por año.
viviendas,est_socio,categórica ordinal,Sí,categorías diferentes,Decodificada con mapping oficial por año.
viviendas,est_dis,llave de diseño,No,no disponible en todos los años,
viviendas,upm,llave de diseño,No,no disponible en todos los años,
viviendas,factor,numérica discreta,No,no disponible en todos los años,
viviendas,procaptar,categórica nominal,No,no disponible en todos los años,"Mapping extraído, pero no se decodifica por 2 códigos sin mapping."
viviendas,cve_ent,llave geográfica,No,sin mapping,
viviendas,entidad,llave geográfica,No,sin mapping,
viviendas,cve_mun,llave geográfica,No,sin mapping,
viviendas,municipio,llave geográfica,No,sin mapping,
